annee,boite,carrosserie,cote,energie,gouvernorat,image,kilometrage,lien,page,prix,puissance,titre,transmission,vendeur
2021,Manuelle,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129481_max.jpeg?t=1787181920,130000,https://www.automobile.tn/fr/occasion/hyundai/i20/129481,90,50000,5 cv,Hyundai i20,Traction,
2019,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/07/128763_max.jpeg?t=1786618387,140000,https://www.automobile.tn/fr/occasion/hyundai/tucson/128763,90,71000,8 cv,Hyundai Tucson,Traction,
2022,Manuelle,,Prix équitable,Essence,La Manouba,https://catalogue.automobile.tn/max/2026/08/129483_max.jpeg?t=1787221529,94000,https://www.automobile.tn/fr/occasion/toyota/agya/129483,90,35500,5 cv,Toyota Agya,Traction,
2023,Automatique,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129048_max.jpeg?t=1787208486,75000,https://www.automobile.tn/fr/occasion/seat/leon/129048,90,89000,8 cv,Seat Leon,Traction,
2017,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129484_max.jpeg?t=1787221501,140000,https://www.automobile.tn/fr/occasion/bmw/x1/129484,90,72000,7 cv,BMW X1,Traction,
2021,Automatique,,Prix élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129486_max.jpeg?t=1787228735,124100,https://www.automobile.tn/fr/occasion/toyota/corolla-5p/129486,90,64900,6 cv,Toyota Corolla,Traction,
2016,Manuelle,,Bon prix,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129488_max.jpeg?t=1787221540,117000,https://www.automobile.tn/fr/occasion/ford/focus-berline/129488,90,40000,6 cv,Ford Focus sedan,Traction,
2022,Automatique,,Prix équitable,Hybride,Kairouan,https://catalogue.automobile.tn/max/2026/08/129489_max.jpeg?t=1787221518,89000,https://www.automobile.tn/fr/occasion/hyundai/tucson/129489,90,118000,10 cv,Hyundai Tucson,Intégrale,
2014,Manuelle,,Prix équitable,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129491_max.jpeg?t=1787324665,160000,https://www.automobile.tn/fr/occasion/mazda/3-sedan/129491,89,40000,6 cv,Mazda 3 sedan,Traction,
2020,Automatique,,Bon prix,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129495_max.jpeg?t=1787225129,150000,https://www.automobile.tn/fr/occasion/honda/city/129495,89,37000,7 cv,Honda City,Traction,
2013,Automatique,,Très bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/03/122934_max.jpeg?t=1787234417,150000,https://www.automobile.tn/fr/occasion/porsche/panamera/122934,89,107000,20 cv,Porsche Panamera,Traction,
2019,Manuelle,,Aucune évaluation,Diesel,Gabès,https://catalogue.automobile.tn/max/2026/07/128358_max.jpeg?t=1787240598,125000,https://www.automobile.tn/fr/occasion/peugeot/2008/128358,89,65900,5 cv,Peugeot 2008,Traction,
2005,Manuelle,,Aucune évaluation,Essence,Gabès,https://catalogue.automobile.tn/max/2026/07/128120_max.jpeg?t=1785490754,300000,https://www.automobile.tn/fr/occasion/peugeot/307/128120,89,35000,5 cv,Peugeot 307,Traction,
2022,Automatique,,Prix équitable,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/07/128603_max.jpeg?t=1787244033,42000,https://www.automobile.tn/fr/occasion/toyota/rav-4/128603,89,142000,9 cv,Toyota RAV 4,Traction,
2021,Manuelle,,Prix équitable,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129124_max.jpeg?t=1787245708,131000,https://www.automobile.tn/fr/occasion/seat/arona/129124,89,61500,6 cv,Seat Arona,Traction,
2022,Automatique,,Prix équitable,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129508_max.jpeg?t=1787260401,29000,https://www.automobile.tn/fr/occasion/great-wall/h6/129508,89,92000,8 cv,GWM Haval H6,Traction,
2018,Automatique,,Très bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129059_max.jpeg?t=1787247705,197000,https://www.automobile.tn/fr/occasion/kia/sportage/129059,89,57000,8 cv,KIA Sportage,Traction,
2022,Automatique,,Prix équitable,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/08/129129_max.jpeg?t=1787248134,100000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/129129,89,94000,8 cv,Volkswagen Golf 8,Traction,
2025,Automatique,,Aucune évaluation,Hybride,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129093_max.jpeg?t=1787255069,12000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e-plug-in-hybride/129093,88,215000,11 cv,Mercedes-Benz Classe E Plug-in Hybride,Propulsion,
2019,Automatique,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129511_max.jpeg?t=1787324569,86000,https://www.automobile.tn/fr/occasion/honda/cr-v/129511,88,94000,11 cv,Honda CR-V,Intégrale,
2025,Automatique,,Bon prix,Hybride,Monastir,https://catalogue.automobile.tn/max/2026/08/129065_max.jpeg?t=1787259849,20000,https://www.automobile.tn/fr/occasion/byd/king/129065,88,80000,5 cv,BYD King,Traction,
2022,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129513_max.jpeg?t=1787322494,81800,https://www.automobile.tn/fr/occasion/great-wall/h6/129513,88,92000,8 cv,GWM Haval H6,Traction,
2022,Automatique,,Très bon prix,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129514_max.jpeg?t=1787268352,87063,https://www.automobile.tn/fr/occasion/toyota/c-hr/129514,88,73000,6 cv,Toyota C-HR,Traction,
2024,Manuelle,,Prix élevé,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129515_max.jpeg?t=1787320934,86500,https://www.automobile.tn/fr/occasion/kia/picanto/129515,88,41000,4 cv,KIA Picanto,Traction,
2022,Automatique,,Aucune évaluation,Hybride,Monastir,https://catalogue.automobile.tn/max/2026/08/129517_max.jpeg?t=1787320923,97348,https://www.automobile.tn/fr/occasion/opel/grandland/129517,88,76000,10 cv,Opel Grandland,Traction,
2016,Manuelle,,Prix équitable,Essence,Gafsa,https://catalogue.automobile.tn/max/2026/08/129512_max.jpeg?t=1787322505,140000,https://www.automobile.tn/fr/occasion/mazda/2/129512,88,36000,6 cv,Mazda 2,Traction,
2021,Automatique,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2025/12/121513_max.jpeg?t=1776514154,97500,https://www.automobile.tn/fr/occasion/land-rover/defender/121513,88,340000,12 cv,Land Rover Defender 110,Intégrale,
2021,Automatique,,Bon prix,Hybride,Ben Arous,https://catalogue.automobile.tn/max/2026/07/128808_max.jpeg?t=1785428806,140000,https://www.automobile.tn/fr/occasion/mercedes-benz/glc/128808,88,165000,12 cv,Mercedes-Benz GLC,Intégrale,
1999,Manuelle,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/04/125776_max.jpeg?t=1787303337,175000,https://www.automobile.tn/fr/occasion/suzuki/jimny/125776,87,25000,6 cv,Suzuki Jimny 3 portes,Intégrale,
2023,Automatique,,Très bon prix,Hybride,Médenine,https://catalogue.automobile.tn/max/2026/06/127138_max.jpeg?t=1784625209,105000,https://www.automobile.tn/fr/occasion/mg/ehs/127138,87,73000,8 cv,MG e-HS,Traction,
2021,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129057_max.jpeg?t=1786032513,91000,https://www.automobile.tn/fr/occasion/great-wall/jolion/129057,87,73000,9 cv,GWM Haval Jolion,Traction,
2015,Manuelle,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/08/129524_max.jpeg?t=1787311559,225000,https://www.automobile.tn/fr/occasion/renault/kadjar/129524,87,48000,5 cv,Renault Kadjar,Traction,
2022,Automatique,,Bon prix,Hybride,Bizerte,https://catalogue.automobile.tn/max/2026/08/129522_max.jpeg?t=1787307965,98000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/129522,87,100000,8 cv,Mercedes-Benz Classe A,Propulsion,
2025,Automatique,,Prix très élevé,Essence,Bizerte,https://catalogue.automobile.tn/max/2026/08/129470_max.jpeg?t=1787153195,19000,https://www.automobile.tn/fr/occasion/skoda/octavia/129470,87,120000,8 cv,Skoda Octavia,Traction,
2010,Manuelle,,Prix équitable,Essence,Sousse,https://catalogue.automobile.tn/max/2026/06/127623_max.jpeg?t=1782129149,256000,https://www.automobile.tn/fr/occasion/volkswagen/tiguan/127623,87,35000,11 cv,Volkswagen Tiguan,Intégrale,
2020,Automatique,,Prix équitable,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129412_max.jpeg?t=1787313391,240000,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/129412,87,52000,6 cv,Volkswagen Golf 7,Traction,
2021,Automatique,,Bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/07/128373_max.jpeg?t=1787317694,148000,https://www.automobile.tn/fr/occasion/kia/sportage/128373,87,77000,8 cv,KIA Sportage,Traction,
2010,Manuelle,,Prix élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/07/127939_max.jpeg?t=1783026087,237000,https://www.automobile.tn/fr/occasion/kia/rio/127939,87,26000,6 cv,KIA Rio Berline,Traction,
2001,Manuelle,,Prix très élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129352_max.jpeg?t=1786890395,350000,https://www.automobile.tn/fr/occasion/peugeot/206/129352,86,18500,5 cv,Peugeot 206,Traction,
2022,Automatique,,Prix très élevé,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/07/128277_max.jpeg?t=1786628302,59000,https://www.automobile.tn/fr/occasion/hyundai/tucson/128277,86,125000,10 cv,Hyundai Tucson,Intégrale,
2018,Manuelle,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129537_max.jpeg?t=1787362915,128500,https://www.automobile.tn/fr/occasion/suzuki/celerio/129537,86,29500,4 cv,Suzuki Celerio,Traction,
2011,Manuelle,,Aucune évaluation,Diesel,Médenine,https://catalogue.automobile.tn/max/2026/08/129418_max.jpeg?t=1787341975,220000,https://www.automobile.tn/fr/occasion/skoda/octavia/129418,86,37000,5 cv,Skoda Octavia,Propulsion,
2022,Automatique,,Prix équitable,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129539_max.jpeg?t=1787362875,90000,https://www.automobile.tn/fr/occasion/hyundai/i20/129539,86,62400,5 cv,Hyundai i20,Traction,
2021,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129540_max.jpeg?t=1787362859,44000,https://www.automobile.tn/fr/occasion/toyota/agya/129540,86,40000,5 cv,Toyota Agya,Traction,
2021,Automatique,,Prix équitable,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129410_max.jpeg?t=1787002861,165000,https://www.automobile.tn/fr/occasion/great-wall/jolion/129410,86,65000,9 cv,GWM Haval Jolion,Traction,
2010,Manuelle,,Aucune évaluation,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129450_max.jpeg?t=1787349089,450000,https://www.automobile.tn/fr/occasion/renault/megane/129450,86,35000,5 cv,Renault Megane,Traction,
2019,Automatique,,Prix équitable,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129542_max.jpeg?t=1787355658,144000,https://www.automobile.tn/fr/occasion/kia/sportage/129542,86,77000,8 cv,KIA Sportage,Traction,
2022,Manuelle,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/08/129544_max.jpeg?t=1787403552,62000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/129544,86,120000,6 cv,Volkswagen Golf 8,Traction,
2024,Automatique,,Aucune évaluation,Hybride,Nabeul,https://catalogue.automobile.tn/max/2026/06/126698_max.jpeg?t=1785050786,5700,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/126698,85,258000,11 cv,Mercedes-Benz Classe E,Intégrale,
2023,Automatique,,Bon prix,Electrique,Nabeul,https://catalogue.automobile.tn/max/2026/03/124848_max.jpeg?t=1785050919,50000,https://www.automobile.tn/fr/occasion/mercedes-benz/eqe-berline/124848,85,168000,8 cv,Mercedes-Benz EQE Berline,Propulsion,
2025,Automatique,,Très bon prix,Hybride,Nabeul,https://catalogue.automobile.tn/max/2026/08/129309_max.jpeg?t=1786747444,40000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/129309,85,258000,11 cv,Mercedes-Benz Classe E,Propulsion,
2021,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129550_max.jpeg?t=1787540879,120000,https://www.automobile.tn/fr/occasion/peugeot/3008/129550,85,60000,9 cv,Peugeot 3008,Traction,
2022,Manuelle,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129551_max.jpeg?t=1787416022,113000,https://www.automobile.tn/fr/occasion/kia/picanto/129551,85,35500,4 cv,KIA Picanto,Traction,
2019,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129552_max.jpeg?t=1787408794,69800,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/129552,85,99000,7 cv,Mercedes-Benz Classe A,Traction,
2024,Automatique,,Prix équitable,Hybride,Nabeul,https://catalogue.automobile.tn/max/2026/08/129553_max.jpeg?t=1787540477,79000,https://www.automobile.tn/fr/occasion/great-wall/h6/129553,85,95000,8 cv,GWM Haval H6,Traction,
2025,Automatique,,Prix élevé,Hybride,Ariana,https://catalogue.automobile.tn/max/2026/06/127468_max.jpeg?t=1787400454,18000,https://www.automobile.tn/fr/occasion/mg/3-hybride/127468,85,73000,5 cv,MG 3 Hybrid+,Traction,
2016,Manuelle,,Prix élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129559_max.jpeg?t=1787540872,152600,https://www.automobile.tn/fr/occasion/ford/focus/129559,85,40000,6 cv,Ford Focus,Traction,
2019,Automatique,,Aucune évaluation,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129479_max.jpeg?t=1787689927,200000,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/129479,85,75000,6 cv,Volkswagen Golf 7,Traction,
2017,Automatique,,Prix très élevé,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/08/129566_max.jpeg?t=1787415955,110000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/129566,84,170000,20 cv,Land Rover Range Rover Sport,Intégrale,
2024,Automatique,,Très bon prix,Electrique,Ariana,https://catalogue.automobile.tn/max/2026/08/128879_max.jpeg?t=1787587524,43000,https://www.automobile.tn/fr/occasion/mg/4/128879,84,65000,5 cv,MG 4,Propulsion,
2016,Automatique,,Prix très élevé,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129567_max.jpeg?t=1787541039,210000,https://www.automobile.tn/fr/occasion/ford/fusion/129567,84,58000,9 cv,Ford Fusion,Traction,
2013,Manuelle,,Bon prix,Essence,Béja,https://catalogue.automobile.tn/max/2026/08/129568_max.jpeg?t=1787586683,200000,https://www.automobile.tn/fr/occasion/fiat/grande-punto/129568,84,23000,4 cv,Fiat Grande Punto,Traction,
2008,Manuelle,,Aucune évaluation,Diesel,La Manouba,https://catalogue.automobile.tn/max/2026/08/129373_max.jpeg?t=1787426558,360000,https://www.automobile.tn/fr/occasion/renault/megane/129373,84,21000,6 cv,Renault Megane,Traction,
2020,Manuelle,,Prix très élevé,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129570_max.jpeg?t=1787540842,48000,https://www.automobile.tn/fr/occasion/suzuki/baleno/129570,84,49000,5 cv,Suzuki Baleno,Traction,
2022,Manuelle,,Aucune évaluation,Diesel,Gabès,https://catalogue.automobile.tn/max/2026/08/128947_max.jpeg?t=1785787844,81000,https://www.automobile.tn/fr/occasion/isuzu/d-max-dc/128947,84,130000,8 cv,Isuzu D-Max Double Cabine,Intégrale,
2022,Manuelle,,Prix élevé,Essence,Monastir,https://catalogue.automobile.tn/max/2026/08/129573_max.jpeg?t=1787437579,55000,https://www.automobile.tn/fr/occasion/volkswagen/t-roc/129573,84,93000,6 cv,Volkswagen T-roc,Traction,
2013,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129574_max.jpeg?t=1787437548,175000,https://www.automobile.tn/fr/occasion/porsche/cayenne/129574,84,102000,21 cv,Porsche Cayenne,Intégrale,
2020,Automatique,,Bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/128884_max.jpeg?t=1786351210,100000,https://www.automobile.tn/fr/occasion/toyota/corolla-5p/128884,84,61500,6 cv,Toyota Corolla,Traction,
2024,Manuelle,,Prix équitable,Diesel,Nabeul,https://catalogue.automobile.tn/max/2026/08/128927_max.jpeg?t=1787479211,33000,https://www.automobile.tn/fr/occasion/fiat/fiorino/128927,83,42900,5 cv,Fiat Fiorino,Traction,
2019,Manuelle,,Prix très élevé,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/07/128255_max.jpeg?t=1787483956,146000,https://www.automobile.tn/fr/occasion/peugeot/2008/128255,83,47000,7 cv,Peugeot 2008,Intégrale,
2021,Manuelle,,Aucune évaluation,Diesel,Mahdia,https://catalogue.automobile.tn/max/2026/06/127275_max.jpeg?t=1785041941,367000,https://www.automobile.tn/fr/occasion/ford/transit-custom/127275,83,49000,7 cv,Ford Transit Custom,Traction,
2021,Manuelle,,Bon prix,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129582_max.jpeg?t=1787540779,112000,https://www.automobile.tn/fr/occasion/renault/clio/129582,83,45500,5 cv,Renault Clio,Traction,
2022,Automatique,,Aucune évaluation,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129583_max.jpeg?t=1787540774,106000,https://www.automobile.tn/fr/occasion/hyundai/i10/129583,83,38500,4 cv,Hyundai i10,Traction,
2023,Manuelle,,Prix élevé,Diesel,Sousse,https://catalogue.automobile.tn/max/2026/08/129585_max.jpeg?t=1787540759,101000,https://www.automobile.tn/fr/occasion/volkswagen/caddy/129585,83,65800,5 cv,Volkswagen Caddy,Traction,
2017,Automatique,,Très bon prix,Diesel,Nabeul,https://catalogue.automobile.tn/max/2026/08/129586_max.jpeg?t=1787540745,149000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/129586,83,79000,7 cv,Mercedes-Benz Classe C,Traction,
2022,Automatique,,Très bon prix,Hybride,Gabès,https://catalogue.automobile.tn/max/2026/08/129587_max.jpeg?t=1787498785,82500,https://www.automobile.tn/fr/occasion/cupra/formentor/129587,83,93000,8 cv,Cupra Formentor,Intégrale,
2022,Automatique,,Très bon prix,Hybride,Mahdia,https://catalogue.automobile.tn/max/2026/08/129588_max.jpeg?t=1787822280,107000,https://www.automobile.tn/fr/occasion/hyundai/tucson/129588,83,100000,8 cv,Hyundai Tucson,Intégrale,
2016,Manuelle,,Prix très élevé,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/06/127886_max.jpeg?t=1787496955,260000,https://www.automobile.tn/fr/occasion/volkswagen/passat/127886,83,56900,7 cv,Volkswagen Passat,Traction,
2019,Manuelle,,Prix équitable,Essence,Gafsa,https://catalogue.automobile.tn/max/2026/08/129592_max.jpeg?t=1787540690,41000,https://www.automobile.tn/fr/occasion/mahindra/kuv-100/129592,82,30000,5 cv,Mahindra KUV 100,Traction,
2019,Automatique,,Bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129324_max.jpeg?t=1787512832,118868,https://www.automobile.tn/fr/occasion/nissan/qashqai/129324,82,60000,6 cv,Nissan Qashqai,Traction,
2022,Automatique,,Prix équitable,Hybride,Siliana,https://catalogue.automobile.tn/max/2026/08/129594_max.jpeg?t=1787587506,69000,https://www.automobile.tn/fr/occasion/volkswagen/tiguan/129594,82,135000,8 cv,Volkswagen Tiguan,Propulsion,
2019,Automatique,,Aucune évaluation,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129595_max.jpeg?t=1787540678,90000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/129595,82,230000,24 cv,Land Rover Range Rover Sport,Intégrale,
2023,Automatique,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/07/128551_max.jpeg?t=1784805928,20000,https://www.automobile.tn/fr/occasion/audi/a1-sportback/128551,82,92000,6 cv,Audi A1 Sportback,Traction,
2017,Manuelle,,Bon prix,Essence,Monastir,https://catalogue.automobile.tn/max/2026/08/129597_max.jpeg?t=1787587524,211000,https://www.automobile.tn/fr/occasion/mazda/6/129597,82,40000,8 cv,Mazda 6,Traction,
2021,Automatique,,Prix équitable,Hybride,Nabeul,https://catalogue.automobile.tn/max/2025/06/115444_max.jpeg?t=1783711466,80000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/115444,82,109000,8 cv,Mercedes-Benz Classe A,Traction,
2022,Automatique,,Prix équitable,Hybride,Nabeul,https://catalogue.automobile.tn/max/2025/08/117303_max.jpeg?t=1772888764,98000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/117303,82,169000,11 cv,Land Rover Range Rover Evoque,Traction,
2022,Automatique,,Prix très élevé,Hybride,Nabeul,https://catalogue.automobile.tn/max/2025/11/120278_max.jpeg?t=1771592881,98000,https://www.automobile.tn/fr/occasion/audi/a3-sportback/120278,82,119000,8 cv,Audi A3 Sportback,Traction,
2021,Automatique,,Très bon prix,Essence,Nabeul,https://catalogue.automobile.tn/max/2025/11/120279_max.jpeg?t=1771592655,153000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/120279,82,73500,6 cv,Volkswagen Golf 8,Traction,
2022,Automatique,,Bon prix,Hybride,Nabeul,https://catalogue.automobile.tn/max/2026/07/128211_max.jpeg?t=1783711545,120000,https://www.automobile.tn/fr/occasion/mercedes-benz/cla/128211,81,113000,8 cv,Mercedes-Benz CLA,Traction,
2025,Automatique,,Prix très élevé,Hybride,Gafsa,https://catalogue.automobile.tn/max/2026/08/129596_max.jpeg?t=1787523981,13000,https://www.automobile.tn/fr/occasion/toyota/rav-4/129596,81,200000,4 cv,Toyota RAV 4,Intégrale,
2018,Automatique,,Bon prix,Diesel,Médenine,https://catalogue.automobile.tn/max/2026/07/128778_max.jpeg?t=1785356719,70000,https://www.automobile.tn/fr/occasion/toyota/hilux/128778,81,169000,8 cv,Toyota Hilux Double Cabine,Intégrale,
2006,Manuelle,,Aucune évaluation,Essence,Monastir,https://catalogue.automobile.tn/max/2026/08/129599_max.jpeg?t=1787540633,140000,https://www.automobile.tn/fr/occasion/peugeot/206-cc/129599,81,16000,9 cv,Peugeot 206 cc,Traction,
2012,Manuelle,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129601_max.jpeg?t=1787571347,270000,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/129601,81,37000,5 cv,Volkswagen Golf 6,Traction,
2021,Automatique,,Prix très élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/05/126456_max.jpeg?t=1784730497,47000,https://www.automobile.tn/fr/occasion/mg/hs/126456,81,92000,15 cv,MG HS,Intégrale,
2021,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/05/126495_max.jpeg?t=1784730472,40000,https://www.automobile.tn/fr/occasion/mg/3/126495,81,47000,7 cv,MG 3,Traction,
2026,Automatique,,Prix très élevé,Hybride,Ariana,https://catalogue.automobile.tn/max/2026/08/129602_max.jpeg?t=1787563544,2000,https://www.automobile.tn/fr/occasion/byd/song-plus/129602,81,130000,5 cv,BYD Song Plus,Traction,
2007,Manuelle,,Prix équitable,Essence,La Manouba,https://catalogue.automobile.tn/max/2026/08/128534_max.jpeg?t=1787564898,262000,https://www.automobile.tn/fr/occasion/citroen/c3/128534,81,19000,5 cv,Citroën C3,Traction,
2022,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129605_max.jpeg?t=1787571285,73000,https://www.automobile.tn/fr/occasion/hyundai/tucson/129605,81,105000,10 cv,Hyundai Tucson,Intégrale,
2018,Manuelle,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129329_max.jpeg?t=1787572280,123000,https://www.automobile.tn/fr/occasion/seat/leon-sc/129329,80,48000,6 cv,Seat Leon SC,Traction,
2008,Automatique,,Aucune évaluation,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129593_max.jpeg?t=1787577029,304000,https://www.automobile.tn/fr/occasion/audi/a3/129593,80,33000,7 cv,Audi A3,Traction,
2026,Automatique,,Aucune évaluation,Electrique,Tunis,https://catalogue.automobile.tn/max/2026/08/129612_max.jpeg?t=1787581516,1450,https://www.automobile.tn/fr/occasion/byd/sealion-7/129612,80,135000,5 cv,BYD Sealion 7,Intégrale,
2024,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/07/127922_max.jpeg?t=1787582534,82000,https://www.automobile.tn/fr/occasion/mahindra/xuv-300/127922,80,44500,6 cv,Mahindra XUV 300,Traction,
2018,Manuelle,,Prix équitable,Essence,Bizerte,https://catalogue.automobile.tn/max/2026/08/129614_max.jpeg?t=1787585221,128000,https://www.automobile.tn/fr/occasion/fiat/panda/129614,80,31800,4 cv,Fiat Panda,Traction,
2017,Manuelle,,Bon prix,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129615_max.jpeg?t=1787587536,169000,https://www.automobile.tn/fr/occasion/ford/fusion/129615,80,40000,9 cv,Ford Fusion,Traction,
2010,Manuelle,,Prix équitable,Diesel,Sfax,https://catalogue.automobile.tn/max/2026/08/129240_max.jpeg?t=1787587118,120000,https://www.automobile.tn/fr/occasion/renault/megane/129240,80,38000,6 cv,Renault Megane,Propulsion,
2021,Automatique,,Bon prix,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/07/128840_max.jpeg?t=1787587177,126000,https://www.automobile.tn/fr/occasion/kia/sportage/128840,80,86000,8 cv,KIA Sportage,Intégrale,
2015,Automatique,,Prix élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129529_max.jpeg?t=1787587640,147000,https://www.automobile.tn/fr/occasion/audi/a3-berline/129529,80,59900,6 cv,Audi A3 Berline,Traction,
2015,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129433_max.jpeg?t=1787587578,125000,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/129433,80,48000,5 cv,Volkswagen Golf 7,Traction,
2017,Automatique,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129620_max.jpeg?t=1787676140,40000,https://www.automobile.tn/fr/occasion/ford/mustang/129620,79,135000,19 cv,Ford Mustang,Propulsion,
2023,Automatique,,Bon prix,Hybride,Ariana,https://catalogue.automobile.tn/max/2026/08/129621_max.jpeg?t=1787595933,65000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/129621,79,89000,8 cv,Volkswagen Golf 8,Traction,
2008,Manuelle,,Prix très élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129622_max.jpeg?t=1787599524,380000,https://www.automobile.tn/fr/occasion/volkswagen/passat/129622,79,30000,7 cv,Volkswagen Passat,Traction,
2016,Automatique,,Prix équitable,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129500_max.jpeg?t=1787324612,42000,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/129500,79,84000,7 cv,BMW Série 1,Propulsion,
2022,Manuelle,,Prix équitable,Diesel,Nabeul,https://catalogue.automobile.tn/max/2026/08/129501_max.jpeg?t=1787324609,78000,https://www.automobile.tn/fr/occasion/volkswagen/caddy/129501,79,65000,7 cv,Volkswagen Caddy,Traction,
